crovir-transcript-15539,43162_crovir-transcript-15539
crovir-transcript-5470,IRX2_crovir-transcript-5470
crovir-transcript-5469,IRX4_crovir-transcript-5469
crovir-transcript-17123,IRX5_crovir-transcript-17123
crovir-transcript-11475,IRX6_crovir-transcript-11475
crovir-transcript-15469,ISCA1_crovir-transcript-15469
crovir-transcript-7236,ISCA2_crovir-transcript-7236
crovir-transcript-16424,ISCU_crovir-transcript-16424
crovir-transcript-11720,ISG20L2_crovir-transcript-11720
crovir-transcript-11116,ISL1_crovir-transcript-11116
crovir-transcript-15809,ISL1_crovir-transcript-15809
crovir-transcript-8691,ISM1_crovir-transcript-8691
crovir-transcript-7208,ISM2_crovir-transcript-7208
crovir-transcript-7217,ISM2_crovir-transcript-7217
crovir-transcript-15529,ISOC1_crovir-transcript-15529
crovir-transcript-2935,ISOC2_crovir-transcript-2935
crovir-transcript-2004,ISPD_crovir-transcript-2004
crovir-transcript-16188,IST1_crovir-transcript-16188
crovir-transcript-12157,ISX_crovir-transcript-12157
crovir-transcript-13570,ISY1_crovir-transcript-13570
crovir-transcript-6799,ISYNA1_crovir-transcript-6799
crovir-transcript-11502,ITFG1_crovir-transcript-11502
crovir-transcript-16725,ITFG2_crovir-transcript-16725
crovir-transcript-15813,ITGA1_crovir-transcript-15813
crovir-transcript-17079,ITGA10_crovir-transcript-17079
crovir-transcript-17080,ITGA10_crovir-transcript-17080
crovir-transcript-12360,ITGA11_crovir-transcript-12360
crovir-transcript-15812,ITGA2_crovir-transcript-15812
crovir-transcript-2477,ITGA2B_crovir-transcript-2477
crovir-transcript-2668,ITGA3_crovir-transcript-2668
crovir-transcript-8318,ITGA4_crovir-transcript-8318
crovir-transcript-14585,ITGA5_crovir-transcript-14585
crovir-transcript-8299,ITGA6_crovir-transcript-8299
crovir-transcript-14506,ITGA7_crovir-transcript-14506
crovir-transcript-2210,ITGA9_crovir-transcript-2210
crovir-transcript-1900,ITGAV_crovir-transcript-1900
crovir-transcript-8368,ITGAV_crovir-transcript-8368
crovir-transcript-1820,ITGB1_crovir-transcript-1820
crovir-transcript-8809,ITGB1BP1_crovir-transcript-8809
crovir-transcript-16134,ITGB1BP2_crovir-transcript-16134
crovir-transcript-8628,ITGB2_crovir-transcript-8628
crovir-transcript-2495,ITGB3_crovir-transcript-2495
crovir-transcript-5947,ITGB3BP_crovir-transcript-5947
crovir-transcript-14205,ITGB4_crovir-transcript-14205
crovir-transcript-14206,ITGB4_crovir-transcript-14206
crovir-transcript-14207,ITGB4_crovir-transcript-14207
crovir-transcript-8151,ITGB5_crovir-transcript-8151
crovir-transcript-8224,ITGB6_crovir-transcript-8224
crovir-transcript-8225,ITGB6_crovir-transcript-8225
crovir-transcript-14638,ITGB7_crovir-transcript-14638
crovir-transcript-9168,ITIH5_crovir-transcript-9168
crovir-transcript-14802,ITIH6_crovir-transcript-14802
crovir-transcript-14803,ITIH6_crovir-transcript-14803
crovir-transcript-16524,ITIH6_crovir-transcript-16524
crovir-transcript-13787,ITK_crovir-transcript-13787
crovir-transcript-93,ITM2A_crovir-transcript-93
crovir-transcript-8555,ITM2B_crovir-transcript-8555
crovir-transcript-5642,ITPA_crovir-transcript-5642
crovir-transcript-7108,ITPK1_crovir-transcript-7108
crovir-transcript-7307,ITPKA_crovir-transcript-7307
crovir-transcript-9561,ITPKB_crovir-transcript-9561
crovir-transcript-1225,ITPKC_crovir-transcript-1225
crovir-transcript-2614,ITPR2_crovir-transcript-2614
crovir-transcript-716,ITPR2_crovir-transcript-716
crovir-transcript-719,ITPR2_crovir-transcript-719
crovir-transcript-6208,ITPR3_crovir-transcript-6208
crovir-transcript-12945,ITPRIPL1_crovir-transcript-12945
crovir-transcript-8546,ITSN2_crovir-transcript-8546
crovir-transcript-7331,IVD_crovir-transcript-7331
crovir-transcript-5679,IVNS1ABP_crovir-transcript-5679
crovir-transcript-10628,IWS1_crovir-transcript-10628
crovir-transcript-9267,IYD_crovir-transcript-9267
crovir-transcript-4505,JADE1_crovir-transcript-4505
crovir-transcript-13887,JADE2_crovir-transcript-13887
crovir-transcript-3459,JADE3_crovir-transcript-3459
crovir-transcript-8679,JAG1_crovir-transcript-8679
crovir-transcript-7016,JAG2_crovir-transcript-7016
crovir-transcript-7017,JAG2_crovir-transcript-7017
crovir-transcript-7018,JAG2_crovir-transcript-7018
crovir-transcript-13271,JAGN1_crovir-transcript-13271
crovir-transcript-5942,JAK1_crovir-transcript-5942
crovir-transcript-15405,JAK2_crovir-transcript-15405
crovir-transcript-10388,JAKMIP3_crovir-transcript-10388
crovir-transcript-3727,JAM2_crovir-transcript-3727
crovir-transcript-5307,JARID2_crovir-transcript-5307
crovir-transcript-2061,JAZF1_crovir-transcript-2061
crovir-transcript-1830,JCAD_crovir-transcript-1830
crovir-transcript-4269,JCHAIN_crovir-transcript-4269
crovir-transcript-7235,JDP2_crovir-transcript-7235
crovir-transcript-12678,JHY_crovir-transcript-12678
crovir-transcript-7022,JKAMP_crovir-transcript-7022
crovir-transcript-10225,JMJD1C_crovir-transcript-10225
crovir-transcript-1703,JMJD4_crovir-transcript-1703
crovir-transcript-1704,JMJD4_crovir-transcript-1704
crovir-transcript-14166,JMJD6_crovir-transcript-14166
crovir-transcript-7348,JMJD7_crovir-transcript-7348
crovir-transcript-11628,JMJD8_crovir-transcript-11628
crovir-transcript-15731,JMY_crovir-transcript-15731
crovir-transcript-15733,JMY_crovir-transcript-15733
crovir-transcript-15735,JMY_crovir-transcript-15735
crovir-transcript-12094,JOSD1_crovir-transcript-12094
crovir-transcript-2729,JOSD2_crovir-transcript-2729
crovir-transcript-6539,JPH2_crovir-transcript-6539
crovir-transcript-16255,JPH3_crovir-transcript-16255
crovir-transcript-5025,JPH3_crovir-transcript-5025
crovir-transcript-16891,JPH4_crovir-transcript-16891
crovir-transcript-16894,JPH4_crovir-transcript-16894
crovir-transcript-14231,JPT1_crovir-transcript-14231
crovir-transcript-421,JPT2_crovir-transcript-421
crovir-transcript-12581,JTB_crovir-transcript-12581
crovir-transcript-6797,JUN_crovir-transcript-6797
crovir-transcript-2562,JUP_crovir-transcript-2562
crovir-transcript-8148,KALRN_crovir-transcript-8148
crovir-transcript-8150,KALRN_crovir-transcript-8150
crovir-transcript-15409,KANK1_crovir-transcript-15409
crovir-transcript-3344,KANK2_crovir-transcript-3344
crovir-transcript-5953,KANK4_crovir-transcript-5953
crovir-transcript-2505,KANSL1_crovir-transcript-2505
crovir-transcript-2506,KANSL1_crovir-transcript-2506
crovir-transcript-8511,KANSL1L_crovir-transcript-8511
crovir-transcript-7786,KANSL2_crovir-transcript-7786
crovir-transcript-12978,KANSL3_crovir-transcript-12978
crovir-transcript-16181,KARS_crovir-transcript-16181
crovir-transcript-5547,KAT14_crovir-transcript-5547
crovir-transcript-2605,KAT2A_crovir-transcript-2605
crovir-transcript-2096,KAT2B_crovir-transcript-2096
crovir-transcript-12410,KAT5_crovir-transcript-12410
crovir-transcript-12928,KAT6A_crovir-transcript-12928
crovir-transcript-2664,KAT7_crovir-transcript-2664
crovir-transcript-3045,KAT8_crovir-transcript-3045
crovir-transcript-9269,KATNA1_crovir-transcript-9269
crovir-transcript-3927,KATNAL1_crovir-transcript-3927
crovir-transcript-3257,KATNAL2_crovir-transcript-3257
crovir-transcript-16015,KATNB1_crovir-transcript-16015
crovir-transcript-7363,KATNBL1_crovir-transcript-7363
crovir-transcript-10546,KAZALD1_crovir-transcript-10546
crovir-transcript-1177,KAZN_crovir-transcript-1177
crovir-transcript-8846,KBTBD11_crovir-transcript-8846
crovir-transcript-2224,KBTBD2_crovir-transcript-2224
crovir-transcript-4014,KBTBD3_crovir-transcript-4014
crovir-transcript-7482,KBTBD4_crovir-transcript-7482
crovir-transcript-13345,KBTBD8_crovir-transcript-13345
crovir-transcript-15243,KCMF1_crovir-transcript-15243
crovir-transcript-10848,KCNAB1_crovir-transcript-10848
crovir-transcript-1147,KCNAB2_crovir-transcript-1147
crovir-transcript-5042,KCNB2_crovir-transcript-5042
crovir-transcript-6149,KCNC4_crovir-transcript-6149
crovir-transcript-14809,KCND1_crovir-transcript-14809
crovir-transcript-14812,KCND1_crovir-transcript-14812
crovir-transcript-11756,KCND2_crovir-transcript-11756
crovir-transcript-6331,KCND2_crovir-transcript-6331
crovir-transcript-6580,KCNG1_crovir-transcript-6580
crovir-transcript-5266,KCNG2_crovir-transcript-5266
crovir-transcript-9632,KCNG3_crovir-transcript-9632
crovir-transcript-11446,KCNG4_crovir-transcript-11446
crovir-transcript-6989,KCNH1_crovir-transcript-6989
crovir-transcript-14510,KCNH3_crovir-transcript-14510
crovir-transcript-14513,KCNH3_crovir-transcript-14513
crovir-transcript-2602,KCNH4_crovir-transcript-2602
crovir-transcript-14974,KCNH6_crovir-transcript-14974
crovir-transcript-2415,KCNH6_crovir-transcript-2415
crovir-transcript-2416,KCNH6_crovir-transcript-2416
crovir-transcript-8212,KCNH6_crovir-transcript-8212
crovir-transcript-17415,KCNH7_crovir-transcript-17415
crovir-transcript-3496,KCNH7_crovir-transcript-3496
crovir-transcript-8243,KCNH7_crovir-transcript-8243
crovir-transcript-2089,KCNH8_crovir-transcript-2089
crovir-transcript-13998,KCNIP1_crovir-transcript-13998
crovir-transcript-10556,KCNIP2_crovir-transcript-10556
crovir-transcript-13034,KCNIP3_crovir-transcript-13034
crovir-transcript-16745,KCNIP4_crovir-transcript-16745
crovir-transcript-12720,KCNJ1_crovir-transcript-12720
crovir-transcript-1192,KCNJ10_crovir-transcript-1192
crovir-transcript-7758,KCNJ11_crovir-transcript-7758
crovir-transcript-10634,KCNJ13_crovir-transcript-10634
crovir-transcript-8208,KCNJ3_crovir-transcript-8208
crovir-transcript-12106,KCNJ4_crovir-transcript-12106
crovir-transcript-12722,KCNJ5_crovir-transcript-12722
crovir-transcript-12348,KCNJ8_crovir-transcript-12348
crovir-transcript-1206,KCNJ9_crovir-transcript-1206
crovir-transcript-9371,KCNK1_crovir-transcript-9371
crovir-transcript-7194,KCNK10_crovir-transcript-7194
crovir-transcript-7165,KCNK12_crovir-transcript-7165
crovir-transcript-9734,KCNK12_crovir-transcript-9734
crovir-transcript-9735,KCNK12_crovir-transcript-9735
crovir-transcript-6532,KCNK15_crovir-transcript-6532
crovir-transcript-9520,KCNK16_crovir-transcript-9520
crovir-transcript-10469,KCNK18_crovir-transcript-10469
crovir-transcript-9623,KCNK2_crovir-transcript-9623
crovir-transcript-12454,KCNK4_crovir-transcript-12454
crovir-transcript-9518,KCNK5_crovir-transcript-9518
crovir-transcript-1219,KCNK6_crovir-transcript-1219
crovir-transcript-8144,KCNK7_crovir-transcript-8144
crovir-transcript-4791,KCNK9_crovir-transcript-4791
crovir-transcript-10116,KCNMA1_crovir-transcript-10116
crovir-transcript-10118,KCNMA1_crovir-transcript-10118
crovir-transcript-12813,KCNMA1_crovir-transcript-12813
crovir-transcript-10930,KCNMB2_crovir-transcript-10930
crovir-transcript-11874,KCNMB4_crovir-transcript-11874
crovir-transcript-12542,KCNN2_crovir-transcript-12542
crovir-transcript-15583,KCNN2_crovir-transcript-15583
crovir-transcript-756,KCNN4_crovir-transcript-756
crovir-transcript-7705,KCNQ1_crovir-transcript-7705
crovir-transcript-7706,KCNQ1_crovir-transcript-7706
crovir-transcript-4821,KCNQ3_crovir-transcript-4821
crovir-transcript-655,KCNQ4_crovir-transcript-655
crovir-transcript-8909,KCNQ5_crovir-transcript-8909
crovir-transcript-16764,KCNT1_crovir-transcript-16764
crovir-transcript-16766,KCNT1_crovir-transcript-16766
crovir-transcript-4893,KCNV1_crovir-transcript-4893
crovir-transcript-15413,KCNV2_crovir-transcript-15413
crovir-transcript-5151,KCTD1_crovir-transcript-5151
crovir-transcript-16437,KCTD10_crovir-transcript-16437
crovir-transcript-2975,KCTD13_crovir-transcript-2975
crovir-transcript-16012,KCTD15_crovir-transcript-16012
crovir-transcript-12138,KCTD17_crovir-transcript-12138
crovir-transcript-8447,KCTD18_crovir-transcript-8447
crovir-transcript-15973,KCTD19_crovir-transcript-15973
crovir-transcript-14238,KCTD2_crovir-transcript-14238
crovir-transcript-468,KCTD2_crovir-transcript-468
crovir-transcript-6204,KCTD20_crovir-transcript-6204
crovir-transcript-17297,KCTD21_crovir-transcript-17297
crovir-transcript-9657,KCTD3_crovir-transcript-9657
crovir-transcript-3207,KCTD4_crovir-transcript-3207
crovir-transcript-13305,KCTD6_crovir-transcript-13305
crovir-transcript-3294,KDELC1_crovir-transcript-3294
crovir-transcript-2912,KDELR1_crovir-transcript-2912
crovir-transcript-12105,KDELR3_crovir-transcript-12105
crovir-transcript-948,KDF1_crovir-transcript-948
crovir-transcript-876,KDM1A_crovir-transcript-876
crovir-transcript-5300,KDM1B_crovir-transcript-5300
crovir-transcript-7930,KDM2A_crovir-transcript-7930
crovir-transcript-16391,KDM2B_crovir-transcript-16391
crovir-transcript-13712,KDM3B_crovir-transcript-13712
crovir-transcript-6122,KDM4A_crovir-transcript-6122
crovir-transcript-12271,KDM5A_crovir-transcript-12271
crovir-transcript-6418,KDM5B_crovir-transcript-6418
crovir-transcript-14830,KDM5C_crovir-transcript-14830
crovir-transcript-12728,KDM6B_crovir-transcript-12728
crovir-transcript-12216,KDM7A_crovir-transcript-12216
crovir-transcript-471,KDM8_crovir-transcript-471
crovir-transcript-16709,KDR_crovir-transcript-16709
crovir-transcript-5384,KDSR_crovir-transcript-5384
crovir-transcript-14903,KEAP1_crovir-transcript-14903
crovir-transcript-11948,KERA_crovir-transcript-11948
crovir-transcript-12506,KHDC4_crovir-transcript-12506
crovir-transcript-635,KHDRBS1_crovir-transcript-635
crovir-transcript-9933,KHK_crovir-transcript-9933
crovir-transcript-3083,KHNYN_crovir-transcript-3083
crovir-transcript-14969,KHSRP_crovir-transcript-14969
crovir-transcript-17025,KIAA0100_crovir-transcript-17025
crovir-transcript-17163,KIAA0100_crovir-transcript-17163
crovir-transcript-5551,KIAA0141_crovir-transcript-5551
crovir-transcript-5513,KIAA0232_crovir-transcript-5513
crovir-transcript-5285,KIAA0319_crovir-transcript-5285
crovir-transcript-1022,KIAA0319L_crovir-transcript-1022
crovir-transcript-16013,KIAA0355_crovir-transcript-16013
crovir-transcript-15319,KIAA0368_crovir-transcript-15319
crovir-transcript-9119,KIAA0408_crovir-transcript-9119
crovir-transcript-11416,KIAA0513_crovir-transcript-11416
crovir-transcript-1672,KIAA0556_crovir-transcript-1672
crovir-transcript-6997,KIAA0586_crovir-transcript-6997
crovir-transcript-6998,KIAA0586_crovir-transcript-6998
crovir-transcript-6999,KIAA0586_crovir-transcript-6999
crovir-transcript-9906,KIAA0753_crovir-transcript-9906
crovir-transcript-15626,KIAA0825_crovir-transcript-15626
crovir-transcript-2229,KIAA0895_crovir-transcript-2229
crovir-transcript-11673,KIAA0930_crovir-transcript-11673
crovir-transcript-11675,KIAA0930_crovir-transcript-11675
crovir-transcript-11281,KIAA1024_crovir-transcript-11281
crovir-transcript-15530,KIAA1024_crovir-transcript-15530
crovir-transcript-14060,KIAA1107_crovir-transcript-14060
crovir-transcript-5830,KIAA1107_crovir-transcript-5830
crovir-transcript-4524,KIAA1109_crovir-transcript-4524
crovir-transcript-2170,KIAA1143_crovir-transcript-2170
crovir-transcript-12235,KIAA1147_crovir-transcript-12235
crovir-transcript-13757,KIAA1191_crovir-transcript-13757
crovir-transcript-11425,KIAA1210_crovir-transcript-11425
crovir-transcript-4721,KIAA1211_crovir-transcript-4721
crovir-transcript-3422,KIAA1211L_crovir-transcript-3422
crovir-transcript-1946,KIAA1217_crovir-transcript-1946
crovir-transcript-1948,KIAA1217_crovir-transcript-1948
crovir-transcript-6170,KIAA1324_crovir-transcript-6170
crovir-transcript-11643,KIAA1324L_crovir-transcript-11643
crovir-transcript-4709,KIAA1456_crovir-transcript-4709
crovir-transcript-5394,KIAA1468_crovir-transcript-5394
crovir-transcript-594,KIAA1522_crovir-transcript-594
crovir-transcript-12255,KIAA1551_crovir-transcript-12255
crovir-transcript-5586,KIAA1614_crovir-transcript-5586
crovir-transcript-16451,KIAA1671_crovir-transcript-16451
crovir-transcript-15984,KIAA1755_crovir-transcript-15984
crovir-transcript-17351,KIAA1755_crovir-transcript-17351
crovir-transcript-4133,KIAA1755_crovir-transcript-4133
crovir-transcript-9809,KIAA1841_crovir-transcript-9809
crovir-transcript-15308,KIAA1958_crovir-transcript-15308
crovir-transcript-11600,KIAA2013_crovir-transcript-11600
crovir-transcript-15389,KIAA2026_crovir-transcript-15389
crovir-transcript-10364,KIF11_crovir-transcript-10364
crovir-transcript-5304,KIF13A_crovir-transcript-5304
crovir-transcript-9830,KIF13B_crovir-transcript-9830
crovir-transcript-5732,KIF14_crovir-transcript-5732
crovir-transcript-8657,KIF16B_crovir-transcript-8657
crovir-transcript-14898,KIF17_crovir-transcript-14898
crovir-transcript-7578,KIF18A_crovir-transcript-7578
crovir-transcript-2468,KIF18B_crovir-transcript-2468
crovir-transcript-14384,KIF19_crovir-transcript-14384
crovir-transcript-10647,KIF1A_crovir-transcript-10647
crovir-transcript-16927,KIF1B_crovir-transcript-16927
crovir-transcript-16929,KIF1B_crovir-transcript-16929
crovir-transcript-16933,KIF1B_crovir-transcript-16933
crovir-transcript-16934,KIF1B_crovir-transcript-16934
crovir-transcript-4496,KIF1BP_crovir-transcript-4496
crovir-transcript-13730,KIF20A_crovir-transcript-13730
crovir-transcript-10334,KIF20B_crovir-transcript-10334
crovir-transcript-11695,KIF21A_crovir-transcript-11695
crovir-transcript-6180,KIF21B_crovir-transcript-6180
crovir-transcript-2974,KIF22_crovir-transcript-2974
crovir-transcript-4162,KIF24_crovir-transcript-4162
crovir-transcript-9358,KIF25_crovir-transcript-9358
crovir-transcript-9414,KIF26B_crovir-transcript-9414
crovir-transcript-9415,KIF26B_crovir-transcript-9415
crovir-transcript-15481,KIF27_crovir-transcript-15481
crovir-transcript-9469,KIF28P_crovir-transcript-9469
crovir-transcript-15772,KIF2A_crovir-transcript-15772
crovir-transcript-13930,KIF3A_crovir-transcript-13930
crovir-transcript-17015,KIF3B_crovir-transcript-17015
crovir-transcript-9858,KIF3C_crovir-transcript-9858
crovir-transcript-17300,KIF4A_crovir-transcript-17300
